Table,NAME,FMTName,Type,Value,Label,FLAT,METRO
AHS2017_M,COLDCOST,COLDCOST,C,2,No,NO,YES
AHS2017_M,COLDCOST,COLDCOST,C,M,Not reported,NO,YES
AHS2017_M,COLDCOST,COLDCOST,C,N,Not applicable,NO,YES
AHS2017_M,COLDEQ,COLDEQ,C,1,Yes,NO,YES
AHS2017_M,COLDEQ,COLDEQ,C,2,No,NO,YES
AHS2017_M,COLDEQ,COLDEQ,C,M,Not reported,NO,YES
AHS2017_M,COLDEQ,COLDEQ,C,N,Not applicable,NO,YES
AHS2017_M,COLDEQFREQ,COLDEQFREQ,N,0,Never broke down for 6 hours,NO,YES
AHS2017_M,COLDEQFREQ,COLDEQFREQ,N,8,8 or more breakdowns lasting 6 hours or more,NO,YES
AHS2017_M,COLDEQFREQ,COLDEQFREQ,N,.M,Not reported,NO,YES
AHS2017_M,COLDEQFREQ,COLDEQFREQ,N,.N,Not applicable,NO,YES
AHS2017_M,COLDHTCAP,COLDHTCAP,C,1,Yes,NO,YES
AHS2017_M,COLDHTCAP,COLDHTCAP,C,2,No,NO,YES
AHS2017_M,COLDHTCAP,COLDHTCAP,C,M,Not reported,NO,YES
AHS2017_M,COLDHTCAP,COLDHTCAP,C,N,Not applicable,NO,YES
AHS2017_M,COLDINSUL,COLDINSUL,C,1,Yes,NO,YES
AHS2017_M,COLDINSUL,COLDINSUL,C,2,No,NO,YES
AHS2017_M,COLDINSUL,COLDINSUL,C,M,Not reported,NO,YES
AHS2017_M,COLDINSUL,COLDINSUL,C,N,Not applicable,NO,YES
AHS2017_M,COLDOTHER,COLDOTHER,C,1,Yes,NO,YES
AHS2017_M,COLDOTHER,COLDOTHER,C,2,No,NO,YES
AHS2017_M,COLDOTHER,COLDOTHER,C,M,Not reported,NO,YES
AHS2017_M,COLDOTHER,COLDOTHER,C,N,Not applicable,NO,YES
AHS2017_M,COLDUTIL,COLDUTIL,C,1,Yes,NO,YES
AHS2017_M,COLDUTIL,COLDUTIL,C,2,No,NO,YES
AHS2017_M,COLDUTIL,COLDUTIL,C,M,Not reported,NO,YES
AHS2017_M,COLDUTIL,COLDUTIL,C,N,Not applicable,NO,YES
AHS2017_M,COMCOST,COMCOST,N,.M,Not reported,NO,YES
AHS2017_M,COMCOST,COMCOST,N,.N,Not applicable,NO,YES
AHS2017_M,COMDAYS,COMDAYS,N,.M,Not reported,NO,YES
AHS2017_M,COMDAYS,COMDAYS,N,.N,Not applicable,NO,YES
AHS2017_M,COMPANYCAR,COMPANYCAR,C,1,Yes,NO,YES
AHS2017_M,COMPANYCAR,COMPANYCAR,C,2,No,NO,YES
AHS2017_M,COMPANYCAR,COMPANYCAR,C,M,Not reported,NO,YES
AHS2017_M,COMPANYCAR,COMPANYCAR,C,N,Not applicable,NO,YES
AHS2017_M,COMTYPE,COMTYPE,C,0,Does not commute,NO,YES
AHS2017_M,COMTYPE,COMTYPE,C,1,Drives all the way to work only,NO,YES
AHS2017_M,COMTYPE,COMTYPE,C,2,Uses public transportation only,NO,YES
AHS2017_M,COMTYPE,COMTYPE,C,3,Uses more than one mode of transportation,NO,YES
AHS2017_M,COMTYPE,COMTYPE,C,4,Carpools to work,NO,YES
AHS2017_M,COMTYPE,COMTYPE,C,5,Drives company vehicle to work,NO,YES
AHS2017_M,COMTYPE,COMTYPE,C,6,Walks or bikes to work only,NO,YES
AHS2017_M,COMTYPE,COMTYPE,C,M,Not reported,NO,YES
AHS2017_M,COMTYPE,COMTYPE,C,N,Not applicable,NO,YES
AHS2017_M,CONDO,CONDO,C,1,Yes,NO,YES
AHS2017_M,CONDO,CONDO,C,2,No,NO,YES
AHS2017_M,CONDO,CONDO,C,N,Not applicable,NO,YES
AHS2017_M,COOKFUEL,COOKFUEL,C,1,Electric,NO,YES
AHS2017_M,COOKFUEL,COOKFUEL,C,2,Piped gas,NO,YES
AHS2017_M,COOKFUEL,COOKFUEL,C,3,LP gas,NO,YES
AHS2017_M,COOKFUEL,COOKFUEL,C,4,Other,NO,YES
AHS2017_M,COOKFUEL,COOKFUEL,C,5,None,NO,YES
AHS2017_M,COOKTYPE,COOKTYPE,C,1,"Cooking stove or range with oven, in working order",NO,YES
AHS2017_M,COOKTYPE,COOKTYPE,C,2,"Built-in cooking burners, no oven in working order",NO,YES
AHS2017_M,COOKTYPE,COOKTYPE,C,3,"Has microwave, but no oven or burners",NO,YES
AHS2017_M,COOKTYPE,COOKTYPE,C,4,No working cooking equipment,NO,YES
AHS2017_M,DBEVICLK,DBEVICLK,C,1,Very likely,NO,YES
AHS2017_M,DBEVICLK,DBEVICLK,C,2,Somewhat likely,NO,YES
AHS2017_M,DBEVICLK,DBEVICLK,C,3,Not very likely,NO,YES
AHS2017_M,DBEVICLK,DBEVICLK,C,M,Not reported,NO,YES
AHS2017_M,DBEVICLK,DBEVICLK,C,N,Not applicable,NO,YES
AHS2017_M,DBEVICNOTE,DBEVICNOTE,C,1,Yes,NO,YES
AHS2017_M,DBEVICNOTE,DBEVICNOTE,C,2,No,NO,YES
AHS2017_M,DBEVICNOTE,DBEVICNOTE,C,M,Not reported,NO,YES
AHS2017_M,DBEVICNOTE,DBEVICNOTE,C,N,Not applicable,NO,YES
AHS2017_M,DBEVICTHT,DBEVICTHT,C,1,Yes,NO,YES
AHS2017_M,DBEVICTHT,DBEVICTHT,C,2,No,NO,YES
AHS2017_M,DBEVICTHT,DBEVICTHT,C,M,Not reported,NO,YES
AHS2017_M,DBEVICTHT,DBEVICTHT,C,N,Not applicable,NO,YES
AHS2017_M,DBEVICWHERE,DBEVICWHERE,C,1,New home,NO,YES
AHS2017_M,DBEVICWHERE,DBEVICWHERE,C,2,Friends,NO,YES
AHS2017_M,DBEVICWHERE,DBEVICWHERE,C,3,Family,NO,YES
AHS2017_M,DBEVICWHERE,DBEVICWHERE,C,4,Different places,NO,YES
AHS2017_M,DBEVICWHERE,DBEVICWHERE,C,5,Shelter,NO,YES
AHS2017_M,DBEVICWHERE,DBEVICWHERE,C,M,Not reported,NO,YES
AHS2017_M,DBEVICWHERE,DBEVICWHERE,C,N,Not applicable,NO,YES
AHS2017_M,DBFORCWHR,DBFORCWHR,C,1,New home,NO,YES
AHS2017_M,DBFORCWHR,DBFORCWHR,C,2,Friends,NO,YES
AHS2017_M,DBFORCWHR,DBFORCWHR,C,3,Family,NO,YES
AHS2017_M,DBFORCWHR,DBFORCWHR,C,4,Different places,NO,YES
AHS2017_M,DBFORCWHR,DBFORCWHR,C,5,Shelter,NO,YES
AHS2017_M,DBFORCWHR,DBFORCWHR,C,M,Not reported,NO,YES
AHS2017_M,DBFORCWHR,DBFORCWHR,C,N,Not applicable,NO,YES
AHS2017_M,DBLVEFORC,DBLVEFORC,C,1,Very likely,NO,YES
AHS2017_M,DBLVEFORC,DBLVEFORC,C,2,Somewhat likely,NO,YES
AHS2017_M,DBLVEFORC,DBLVEFORC,C,3,Not very likely,NO,YES
AHS2017_M,DBLVEFORC,DBLVEFORC,C,M,Not reported,NO,YES
AHS2017_M,DBLVEFORC,DBLVEFORC,C,N,Not applicable,NO,YES
AHS2017_M,DBMISSMORT,DBMISSMORT,C,1,Received a notice one of the last three months,NO,YES
AHS2017_M,DBMISSMORT,DBMISSMORT,C,2,Received a notice two of the last three months,NO,YES
AHS2017_M,DBMISSMORT,DBMISSMORT,C,3,Received a notice three of the last three months,NO,YES
AHS2017_M,DBMISSMORT,DBMISSMORT,C,4,"Received a notice, time period not reported",NO,YES
AHS2017_M,DBMISSMORT,DBMISSMORT,C,5,No notice,NO,YES
AHS2017_M,DBMISSMORT,DBMISSMORT,C,M,Not reported,NO,YES
AHS2017_M,DBMISSMORT,DBMISSMORT,C,N,Not applicable,NO,YES
AHS2017_M,DBMISSRENT,DBMISSRENT,C,1,Unable to pay one of the last three months,NO,YES
AHS2017_M,DBMISSRENT,DBMISSRENT,C,2,Unable to pay two of the last three months,NO,YES
AHS2017_M,DBMISSRENT,DBMISSRENT,C,3,Unable to pay three of the last three months,NO,YES
AHS2017_M,DBMISSRENT,DBMISSRENT,C,4,"Unable to pay, time period not reported",NO,YES
AHS2017_M,DBMISSRENT,DBMISSRENT,C,5,Has not been unable to pay rent,NO,YES
AHS2017_M,DBMISSRENT,DBMISSRENT,C,M,Not reported,NO,YES
AHS2017_M,DBMISSRENT,DBMISSRENT,C,N,Not applicable,NO,YES
AHS2017_M,DBUTBILL,DBUTBILL,C,1,"Received notice, utilities not shut off",NO,YES
AHS2017_M,DBUTBILL,DBUTBILL,C,2,"Received notice, utilities shut off",NO,YES
AHS2017_M,DBUTBILL,DBUTBILL,C,3,"Received notice, shut-off not reported",NO,YES
AHS2017_M,DBUTBILL,DBUTBILL,C,4,No notice,NO,YES
AHS2017_M,DBUTBILL,DBUTBILL,C,M,Not reported,NO,YES
AHS2017_M,DBUTBILL,DBUTBILL,C,N,Not applicable,NO,YES
AHS2017_M,DISHH,DISHH,C,1,At least 1 disabled person in unit,NO,YES
AHS2017_M,DISHH,DISHH,C,2,No disabled persons in unit,NO,YES
AHS2017_M,DISHH,DISHH,C,M,Not reported,NO,YES
AHS2017_M,DISHH,DISHH,C,N,Not applicable,NO,YES
AHS2017_M,DISHWASH,DISHWASH,C,1,Yes,NO,YES
AHS2017_M,DISHWASH,DISHWASH,C,2,No,NO,YES
AHS2017_M,DIST,DIST,N,10,9 to 10 miles,NO,YES
AHS2017_M,DIST,DIST,N,100,95 miles or more,NO,YES
AHS2017_M,DIST,DIST,N,12,11 to 12 miles,NO,YES
AHS2017_M,DIST,DIST,N,14,13 to 14 miles,NO,YES
AHS2017_M,DIST,DIST,N,16,15 to 16 miles,NO,YES
AHS2017_M,DIST,DIST,N,18,17 to 18 miles,NO,YES
AHS2017_M,DIST,DIST,N,2,1 to 2 miles,NO,YES
AHS2017_M,DIST,DIST,N,20,19 to 24 miles,NO,YES
AHS2017_M,DIST,DIST,N,30,25 to 34 miles,NO,YES
AHS2017_M,DIST,DIST,N,4,3 to 4 miles,NO,YES
AHS2017_M,DIST,DIST,N,40,35 to 44 miles,NO,YES
AHS2017_M,DIST,DIST,N,50,45 to 54 miles,NO,YES
AHS2017_M,DIST,DIST,N,6,5 to 6 miles,NO,YES
AHS2017_M,DIST,DIST,N,60,55 to 64 miles,NO,YES
AHS2017_M,DIST,DIST,N,70,65 to 74 miles,NO,YES
AHS2017_M,DIST,DIST,N,8,7 to 8 miles,NO,YES
AHS2017_M,DIST,DIST,N,80,75 to 84 miles,NO,YES
AHS2017_M,DIST,DIST,N,90,85 to 94 miles,NO,YES
AHS2017_M,DIST,DIST,N,.M,Not reported,NO,YES
AHS2017_M,DIST,DIST,N,.N,Not applicable,NO,YES
AHS2017_M,DPALTCOM,DPALTCOM,C,1,Yes,NO,YES
AHS2017_M,DPALTCOM,DPALTCOM,C,2,No,NO,YES
AHS2017_M,DPALTCOM,DPALTCOM,C,M,Not reported,NO,YES
AHS2017_M,DPALTCOM,DPALTCOM,C,N,Not applicable,NO,YES
AHS2017_M,DPDRFOOD,DPDRFOOD,C,1,Yes,NO,YES
AHS2017_M,DPDRFOOD,DPDRFOOD,C,2,No,NO,YES
AHS2017_M,DPDRFOOD,DPDRFOOD,C,M,Not reported,NO,YES
AHS2017_M,DPDRFOOD,DPDRFOOD,C,N,Not applicable,NO,YES
AHS2017_M,DPEMWATER,DPEMWATER,C,1,Yes,NO,YES
AHS2017_M,DPEMWATER,DPEMWATER,C,2,No,NO,YES
AHS2017_M,DPEMWATER,DPEMWATER,C,M,Not reported,NO,YES
AHS2017_M,DPEMWATER,DPEMWATER,C,N,Not applicable,NO,YES
AHS2017_M,DPEVACPETS,DPEVACPETS,C,1,Yes,NO,YES
AHS2017_M,DPEVACPETS,DPEVACPETS,C,2,No,NO,YES
AHS2017_M,DPEVACPETS,DPEVACPETS,C,3,No pets,NO,YES
AHS2017_M,DPEVACPETS,DPEVACPETS,C,M,Not reported,NO,YES
AHS2017_M,DPEVACPETS,DPEVACPETS,C,N,Not applicable,NO,YES
AHS2017_M,DPEVFIN,DPEVFIN,C,1,Yes,NO,YES
AHS2017_M,DPEVFIN,DPEVFIN,C,2,No,NO,YES
AHS2017_M,DPEVFIN,DPEVFIN,C,M,Not reported,NO,YES
AHS2017_M,DPEVFIN,DPEVFIN,C,N,Not applicable,NO,YES
AHS2017_M,DPEVINFO,DPEVINFO,C,1,Yes,NO,YES
AHS2017_M,DPEVINFO,DPEVINFO,C,2,No,NO,YES
AHS2017_M,DPEVINFO,DPEVINFO,C,M,Not reported,NO,YES
AHS2017_M,DPEVINFO,DPEVINFO,C,N,Not applicable,NO,YES
AHS2017_M,DPEVKIT,DPEVKIT,C,1,Yes,NO,YES
AHS2017_M,DPEVKIT,DPEVKIT,C,2,No,NO,YES
AHS2017_M,DPEVKIT,DPEVKIT,C,M,Not reported,NO,YES
AHS2017_M,DPEVKIT,DPEVKIT,C,N,Not applicable,NO,YES
AHS2017_M,DPEVLOC,DPEVLOC,C,1,Relatives / Friends,NO,YES
AHS2017_M,DPEVLOC,DPEVLOC,C,2,Shelter,NO,YES
AHS2017_M,DPEVLOC,DPEVLOC,C,3,Hotel,NO,YES
AHS2017_M,DPEVLOC,DPEVLOC,C,4,RV,NO,YES
AHS2017_M,DPEVLOC,DPEVLOC,C,5,Other,NO,YES
AHS2017_M,DPEVLOC,DPEVLOC,C,M,Not reported,NO,YES
AHS2017_M,DPEVLOC,DPEVLOC,C,N,Not applicable,NO,YES
AHS2017_M,DPEVSEP,DPEVSEP,C,1,Yes,NO,YES
AHS2017_M,DPEVSEP,DPEVSEP,C,2,No,NO,YES
AHS2017_M,DPEVSEP,DPEVSEP,C,M,Not reported,NO,YES
AHS2017_M,DPEVSEP,DPEVSEP,C,N,Not applicable,NO,YES
AHS2017_M,DPEVVEHIC,DPEVVEHIC,C,1,Yes,NO,YES
AHS2017_M,DPEVVEHIC,DPEVVEHIC,C,2,No,NO,YES
AHS2017_M,DPEVVEHIC,DPEVVEHIC,C,M,Not reported,NO,YES
AHS2017_M,DPEVVEHIC,DPEVVEHIC,C,N,Not applicable,NO,YES
AHS2017_M,DPFLDINS,DPFLDINS,C,0,Does not have flood insurance,NO,YES
AHS2017_M,DPFLDINS,DPFLDINS,C,1,Flood insurance required for purchase or refinancing,NO,YES
AHS2017_M,DPFLDINS,DPFLDINS,C,2,Flood insurance bought after a neighbor bought it,NO,YES
AHS2017_M,DPFLDINS,DPFLDINS,C,3,Flood insurance bought for other reasons,NO,YES
AHS2017_M,DPFLDINS,DPFLDINS,C,M,Not reported,NO,YES
AHS2017_M,DPFLDINS,DPFLDINS,C,N,Not applicable,NO,YES
AHS2017_M,DPGENERT,DPGENERT,C,1,Yes,NO,YES
AHS2017_M,DPGENERT,DPGENERT,C,2,No,NO,YES
AHS2017_M,DPGENERT,DPGENERT,C,M,Not reported,NO,YES
AHS2017_M,DPGENERT,DPGENERT,C,N,Not applicable,NO,YES
AHS2017_M,DPGETINFO,DPGETINFO,C,1,"Family, friends, neighbors",NO,YES
AHS2017_M,DPGETINFO,DPGETINFO,C,2,Radio,NO,YES
AHS2017_M,DPGETINFO,DPGETINFO,C,3,Television,NO,YES
AHS2017_M,DPGETINFO,DPGETINFO,C,4,Internet,NO,YES
AHS2017_M,DPGETINFO,DPGETINFO,C,5,Other,NO,YES
AHS2017_M,DPGETINFO,DPGETINFO,C,M,Not reported,NO,YES
AHS2017_M,DPGETINFO,DPGETINFO,C,N,Not applicable,NO,YES
AHS2017_M,DPMAJDIS,DPMAJDIS,C,1,"Tornado, hurricane, etc. damage required extensive repairs to home",NO,YES
AHS2017_M,DPMAJDIS,DPMAJDIS,C,2,Fire damage required extensive repairs to home,NO,YES
AHS2017_M,DPMAJDIS,DPMAJDIS,C,3,Flood damage required extensive repairs to home,NO,YES
AHS2017_M,DPMAJDIS,DPMAJDIS,C,4,Other natural disaster damage required extensive repairs to home,NO,YES
AHS2017_M,DPMAJDIS,DPMAJDIS,C,M,Not reported,NO,YES
AHS2017_M,DPMAJDIS,DPMAJDIS,C,N,Not applicable,NO,YES
AHS2017_M,DPSHELTR,DPSHELTR,C,1,Yes,NO,YES
AHS2017_M,DPSHELTR,DPSHELTR,C,2,No,NO,YES
AHS2017_M,DPSHELTR,DPSHELTR,C,M,Not reported,NO,YES
AHS2017_M,DPSHELTR,DPSHELTR,C,N,Not applicable,NO,YES
AHS2017_M,DRIVEALL,DRIVEALL,N,.M,Not reported,NO,YES
AHS2017_M,DRIVEALL,DRIVEALL,N,.N,Not applicable,NO,YES
AHS2017_M,DRIVEPART,DRIVEPART,C,1,Yes,NO,YES
AHS2017_M,DRIVEPART,DRIVEPART,C,2,No,NO,YES
AHS2017_M,DRIVEPART,DRIVEPART,C,M,Not reported,NO,YES
AHS2017_M,DRIVEPART,DRIVEPART,C,N,Not applicable,NO,YES
AHS2017_M,DRYER,DRYER,C,1,Working electric power clothes dryer,NO,YES
AHS2017_M,DRYER,DRYER,C,2,Working piped gas powered clothes dryer,NO,YES
AHS2017_M,DRYER,DRYER,C,3,Working LP gas clothes dryer,NO,YES
AHS2017_M,DRYER,DRYER,C,4,Working other fuel source powered clothes dryer,NO,YES
AHS2017_M,DRYER,DRYER,C,5,Unit does not have a working clothes dryer,NO,YES
AHS2017_M,DWNPAYPCT,DWNPAYPCT,N,0,No down payment,NO,YES
AHS2017_M,DWNPAYPCT,DWNPAYPCT,N,1,Greater than zero to 2 percent,NO,YES
AHS2017_M,DWNPAYPCT,DWNPAYPCT,N,2,3 to 5 percent,NO,YES
AHS2017_M,DWNPAYPCT,DWNPAYPCT,N,3,6 to 10 percent,NO,YES
AHS2017_M,DWNPAYPCT,DWNPAYPCT,N,4,11 to 15 percent,NO,YES
AHS2017_M,DWNPAYPCT,DWNPAYPCT,N,5,16 to 20 percent,NO,YES
AHS2017_M,DWNPAYPCT,DWNPAYPCT,N,6,21 to 40 percent,NO,YES
AHS2017_M,DWNPAYPCT,DWNPAYPCT,N,7,41 to 99 percent,NO,YES
AHS2017_M,DWNPAYPCT,DWNPAYPCT,N,8,100 percent,NO,YES
AHS2017_M,DWNPAYPCT,DWNPAYPCT,N,.M,Not reported,NO,YES
AHS2017_M,DWNPAYPCT,DWNPAYPCT,N,.N,Not applicable,NO,YES
AHS2017_M,ELECAMT,ELECAMT,N,0,Unit does not use electricity,NO,YES
AHS2017_M,ELECAMT,ELECAMT,N,1,Vacant home: billed separately,NO,YES
AHS2017_M,ELECAMT,ELECAMT,N,2,"Occupied or vacant home: included in the rent, site rent, condo fee, other fee, or other utility bill",NO,YES
AHS2017_M,ELECAMT,ELECAMT,N,3,Occupied home: provided free of charge,NO,YES
AHS2017_M,ELECAMT,ELECAMT,N,833,$833 or more,NO,YES
AHS2017_M,ELECAMT,ELECAMT,N,.N,Not applicable,NO,YES
AHS2017_M,ENROLL1,ENROLL,C,1,Yes,NO,YES
AHS2017_M,ENROLL1,ENROLL,C,2,No,NO,YES
AHS2017_M,ENROLL1,ENROLL,C,M,Not reported,NO,YES
AHS2017_M,ENROLL1,ENROLL,C,N,Not applicable,NO,YES
AHS2017_M,ENROLL10,ENROLL,C,1,Yes,NO,YES
AHS2017_M,ENROLL10,ENROLL,C,2,No,NO,YES
AHS2017_M,ENROLL10,ENROLL,C,M,Not reported,NO,YES
AHS2017_M,ENROLL10,ENROLL,C,N,Not applicable,NO,YES
AHS2017_M,ENROLL11,ENROLL,C,1,Yes,NO,YES
AHS2017_M,ENROLL11,ENROLL,C,2,No,NO,YES
AHS2017_M,ENROLL11,ENROLL,C,M,Not reported,NO,YES
AHS2017_M,ENROLL11,ENROLL,C,N,Not applicable,NO,YES
AHS2017_M,ENROLL12,ENROLL,C,1,Yes,NO,YES
AHS2017_M,ENROLL12,ENROLL,C,2,No,NO,YES
AHS2017_M,ENROLL12,ENROLL,C,M,Not reported,NO,YES
AHS2017_M,ENROLL12,ENROLL,C,N,Not applicable,NO,YES
AHS2017_M,ENROLL13,ENROLL,C,1,Yes,NO,YES
AHS2017_M,ENROLL13,ENROLL,C,2,No,NO,YES
AHS2017_M,ENROLL13,ENROLL,C,M,Not reported,NO,YES
AHS2017_M,ENROLL13,ENROLL,C,N,Not applicable,NO,YES
AHS2017_M,ENROLL14,ENROLL,C,1,Yes,NO,YES
AHS2017_M,ENROLL14,ENROLL,C,2,No,NO,YES
AHS2017_M,ENROLL14,ENROLL,C,M,Not reported,NO,YES
AHS2017_M,ENROLL14,ENROLL,C,N,Not applicable,NO,YES
AHS2017_M,ENROLL15,ENROLL,C,1,Yes,NO,YES
AHS2017_M,ENROLL15,ENROLL,C,2,No,NO,YES
AHS2017_M,ENROLL15,ENROLL,C,M,Not reported,NO,YES
AHS2017_M,ENROLL15,ENROLL,C,N,Not applicable,NO,YES
AHS2017_M,ENROLL16,ENROLL,C,1,Yes,NO,YES
AHS2017_M,ENROLL16,ENROLL,C,2,No,NO,YES
AHS2017_M,ENROLL16,ENROLL,C,M,Not reported,NO,YES
AHS2017_M,ENROLL16,ENROLL,C,N,Not applicable,NO,YES
AHS2017_M,ENROLL17,ENROLL,C,1,Yes,NO,YES
AHS2017_M,ENROLL17,ENROLL,C,2,No,NO,YES
AHS2017_M,ENROLL17,ENROLL,C,M,Not reported,NO,YES
AHS2017_M,ENROLL17,ENROLL,C,N,Not applicable,NO,YES
AHS2017_M,ENROLL18,ENROLL,C,1,Yes,NO,YES
AHS2017_M,ENROLL18,ENROLL,C,2,No,NO,YES
AHS2017_M,ENROLL18,ENROLL,C,M,Not reported,NO,YES
AHS2017_M,ENROLL18,ENROLL,C,N,Not applicable,NO,YES
AHS2017_M,ENROLL2,ENROLL,C,1,Yes,NO,YES
AHS2017_M,ENROLL2,ENROLL,C,2,No,NO,YES
AHS2017_M,ENROLL2,ENROLL,C,M,Not reported,NO,YES
AHS2017_M,ENROLL2,ENROLL,C,N,Not applicable,NO,YES
AHS2017_M,ENROLL3,ENROLL,C,1,Yes,NO,YES
AHS2017_M,ENROLL3,ENROLL,C,2,No,NO,YES
AHS2017_M,ENROLL3,ENROLL,C,M,Not reported,NO,YES
AHS2017_M,ENROLL3,ENROLL,C,N,Not applicable,NO,YES
AHS2017_M,ENROLL4,ENROLL,C,1,Yes,NO,YES
AHS2017_M,ENROLL4,ENROLL,C,2,No,NO,YES
AHS2017_M,ENROLL4,ENROLL,C,M,Not reported,NO,YES
AHS2017_M,ENROLL4,ENROLL,C,N,Not applicable,NO,YES
AHS2017_M,ENROLL5,ENROLL,C,1,Yes,NO,YES
AHS2017_M,ENROLL5,ENROLL,C,2,No,NO,YES
AHS2017_M,ENROLL5,ENROLL,C,M,Not reported,NO,YES
AHS2017_M,ENROLL5,ENROLL,C,N,Not applicable,NO,YES
AHS2017_M,ENROLL6,ENROLL,C,1,Yes,NO,YES
AHS2017_M,ENROLL6,ENROLL,C,2,No,NO,YES
AHS2017_M,ENROLL6,ENROLL,C,M,Not reported,NO,YES
AHS2017_M,ENROLL6,ENROLL,C,N,Not applicable,NO,YES
AHS2017_M,ENROLL7,ENROLL,C,1,Yes,NO,YES
AHS2017_M,ENROLL7,ENROLL,C,2,No,NO,YES
AHS2017_M,ENROLL7,ENROLL,C,M,Not reported,NO,YES
AHS2017_M,ENROLL7,ENROLL,C,N,Not applicable,NO,YES
AHS2017_M,ENROLL8,ENROLL,C,1,Yes,NO,YES
AHS2017_M,ENROLL8,ENROLL,C,2,No,NO,YES
AHS2017_M,ENROLL8,ENROLL,C,M,Not reported,NO,YES
AHS2017_M,ENROLL8,ENROLL,C,N,Not applicable,NO,YES
AHS2017_M,ENROLL9,ENROLL,C,1,Yes,NO,YES
AHS2017_M,ENROLL9,ENROLL,C,2,No,NO,YES
AHS2017_M,ENROLL9,ENROLL,C,M,Not reported,NO,YES
AHS2017_M,ENROLL9,ENROLL,C,N,Not applicable,NO,YES
AHS2017_M,ENTRYSYS,ENTRYSYS,C,1,Yes,NO,YES
AHS2017_M,ENTRYSYS,ENTRYSYS,C,2,No,NO,YES
AHS2017_M,ENTRYSYS,ENTRYSYS,C,M,Not reported,NO,YES
AHS2017_M,ENTRYSYS,ENTRYSYS,C,N,Not applicable,NO,YES
AHS2017_M,FAMLINE1,FAMLINE,C,0,Not a family,NO,YES
AHS2017_M,FAMLINE1,FAMLINE,C,1,Primary subfamily,NO,YES
AHS2017_M,FAMLINE1,FAMLINE,C,2,1st subfamily,NO,YES
AHS2017_M,FAMLINE1,FAMLINE,C,3,2nd subfamily,NO,YES
AHS2017_M,FAMLINE1,FAMLINE,C,4,3rd subfamily,NO,YES
AHS2017_M,FAMLINE1,FAMLINE,C,5,4th subfamily,NO,YES
AHS2017_M,FAMLINE1,FAMLINE,C,6,5th subfamily,NO,YES
AHS2017_M,FAMLINE1,FAMLINE,C,7,6th subfamily,NO,YES
AHS2017_M,FAMLINE1,FAMLINE,C,8,7th subfamily,NO,YES
AHS2017_M,FAMLINE1,FAMLINE,C,9,8th subfamily,NO,YES
AHS2017_M,FAMLINE10,FAMLINE,C,0,Not a family,NO,YES
AHS2017_M,FAMLINE10,FAMLINE,C,1,Primary subfamily,NO,YES
AHS2017_M,FAMLINE10,FAMLINE,C,2,1st subfamily,NO,YES
AHS2017_M,FAMLINE10,FAMLINE,C,3,2nd subfamily,NO,YES
AHS2017_M,FAMLINE10,FAMLINE,C,4,3rd subfamily,NO,YES
AHS2017_M,FAMLINE10,FAMLINE,C,5,4th subfamily,NO,YES
AHS2017_M,FAMLINE10,FAMLINE,C,6,5th subfamily,NO,YES
AHS2017_M,FAMLINE10,FAMLINE,C,7,6th subfamily,NO,YES
AHS2017_M,FAMLINE10,FAMLINE,C,8,7th subfamily,NO,YES
AHS2017_M,FAMLINE10,FAMLINE,C,9,8th subfamily,NO,YES
AHS2017_M,FAMLINE11,FAMLINE,C,0,Not a family,NO,YES
AHS2017_M,FAMLINE11,FAMLINE,C,1,Primary subfamily,NO,YES
AHS2017_M,FAMLINE11,FAMLINE,C,2,1st subfamily,NO,YES
AHS2017_M,FAMLINE11,FAMLINE,C,3,2nd subfamily,NO,YES
AHS2017_M,FAMLINE11,FAMLINE,C,4,3rd subfamily,NO,YES
AHS2017_M,FAMLINE11,FAMLINE,C,5,4th subfamily,NO,YES
AHS2017_M,FAMLINE11,FAMLINE,C,6,5th subfamily,NO,YES
AHS2017_M,FAMLINE11,FAMLINE,C,7,6th subfamily,NO,YES
AHS2017_M,FAMLINE11,FAMLINE,C,8,7th subfamily,NO,YES
AHS2017_M,FAMLINE11,FAMLINE,C,9,8th subfamily,NO,YES
AHS2017_M,FAMLINE12,FAMLINE,C,0,Not a family,NO,YES
AHS2017_M,FAMLINE12,FAMLINE,C,1,Primary subfamily,NO,YES
AHS2017_M,FAMLINE12,FAMLINE,C,2,1st subfamily,NO,YES
AHS2017_M,FAMLINE12,FAMLINE,C,3,2nd subfamily,NO,YES
AHS2017_M,FAMLINE12,FAMLINE,C,4,3rd subfamily,NO,YES
AHS2017_M,FAMLINE12,FAMLINE,C,5,4th subfamily,NO,YES
AHS2017_M,FAMLINE12,FAMLINE,C,6,5th subfamily,NO,YES
AHS2017_M,FAMLINE12,FAMLINE,C,7,6th subfamily,NO,YES
AHS2017_M,FAMLINE12,FAMLINE,C,8,7th subfamily,NO,YES
AHS2017_M,FAMLINE12,FAMLINE,C,9,8th subfamily,NO,YES
AHS2017_M,FAMLINE13,FAMLINE,C,0,Not a family,NO,YES
AHS2017_M,FAMLINE13,FAMLINE,C,1,Primary subfamily,NO,YES
AHS2017_M,FAMLINE13,FAMLINE,C,2,1st subfamily,NO,YES
AHS2017_M,FAMLINE13,FAMLINE,C,3,2nd subfamily,NO,YES
AHS2017_M,FAMLINE13,FAMLINE,C,4,3rd subfamily,NO,YES
